Lab.code,Sample.ID,Sequencing_Run,Sampling.date,Sample_location,Street.No.,Vendor.No.,edge_case,Stall_corrected,address,Stall_corrected_merged,Sample.type,Sample.information,SARS.CoV.2.qPCR.result,Precise.location,FromHSM
E41,Env_0255,,2020-01-01,East,8,6,,East|8|6,East|8|6,East|8|6,Environmental swab,Wall,Negative,1,TRUE
E42,Env_0256,,2020-01-01,East,8,6,,East|8|6,East|8|6,East|8|6,Environmental swab,Surface of food,Negative,1,TRUE
E43,Env_0257,,2020-01-01,East,8,2,,East|8|2,East|8|2,East|8|2,Environmental swab,Domestic water,Negative,1,TRUE
E44,Env_0258,,2020-01-01,East,11,6,,East|11|6,East|11|6,East|11|6,Environmental swab,Trash cans,Negative,1,TRUE
E45,Env_0259,,2020-01-01,East,11,8,,East|11|8,East|11|8,East|11|8,Environmental swab,Blood on the ground,Negative,1,TRUE
E46,Env_0260,,2020-01-01,East,11,9,,East|11|9,East|11|9,East|11|9,Environmental swab,Trash cans floor,Negative,1,TRUE
E47,Env_0261,,2020-01-01,East,11,8,,East|11|8,East|11|8,East|11|8,Environmental swab,Table top,Negative,1,TRUE
E48,Env_0262,SRR23971575,2020-01-01,East,9,22,,East|9|22,East|9|22,East|9|22,Environmental swab,Blood on the ground in front of the door,Positive,1,TRUE
E49,Env_0263,,2020-01-01,East,9,16,,East|9|16,East|9|16,East|9|16,Environmental swab,Table top,Negative,1,TRUE
E5,Env_0219,,2020-01-01,West,2,15,,West|2|15,West|2|15,West|2|15,Environmental swab,Surface of the door,Negative,1,TRUE
E50,Env_0264,,2020-01-01,East,9,12-14,,East|9|12-14,East|9|12-14,East|9|12-14,Environmental swab,Blood on the ground in front of the door,Negative,1,TRUE
E51,Env_0265,,2020-01-01,East,8,28,,East|8|28,East|8|28,East|8|28,Environmental swab,Inner surface of foam box,Negative,1,TRUE
E52,Env_0266,,2020-01-01,East,8,28,,East|8|28,East|8|28,East|8|28,Environmental swab,Scale,Negative,1,TRUE
E53,Env_0267,,2020-01-01,East,8,28,,East|8|28,East|8|28,East|8|28,Environmental swab,Water in fishbowl,Negative,1,TRUE
E54,Env_0268,,2020-01-01,East,7,5,,East|7|5,East|7|5,East|7|5,Environmental swab,Container,Negative,1,TRUE
E55,Env_0269,,2020-01-01,East,6,23-25,,East|6|23-25,East|6|23-25,East|6|23-25,Environmental swab,Surface of apron,Negative,1,TRUE
E56,Env_0270,,2020-01-01,East,6,17-19,,East|6|17-19,East|6|17-19,East|6|17-19,Environmental swab,Surface of scale,Negative,1,TRUE
E57,Env_0271,,2020-01-01,East,6,17-19,,East|6|17-19,East|6|17-19,East|6|17-19,Environmental swab,Surface of fishing net,Negative,1,TRUE
E58,Env_0272,,2020-01-01,East,6,17-19,,East|6|17-19,East|6|17-19,East|6|17-19,Environmental swab,Water in fishbowl,Negative,1,TRUE
E59,Env_0273,,2020-01-01,East,6,1-3,,East|6|1-3,East|6|1-3,East|6|1-3,Environmental swab,Surface of foam box,Negative,1,TRUE
E6,Env_0220,,2020-01-01,West,2,15,,West|2|15,West|2|15,West|2|15,Environmental swab,Surface of gas cylinders,Negative,1,TRUE
E60,Env_0274,,2020-01-01,East,6,1-3,,East|6|1-3,East|6|1-3,East|6|1-3,Environmental swab,Surface of food,Negative,1,TRUE
E61,Env_0275,SRR23971576,2020-01-01,East,6,1-3,,East|6|1-3,East|6|1-3,East|6|1-3,Environmental swab,Ground,Positive,1,TRUE
E62,Env_0276,,2020-01-01,East,5,8-10,,East|5|8-10,East|5|8-10,East|5|8-10,Environmental swab,Surface of cart,Negative,1,TRUE
E63,Env_0277,,2020-01-01,East,5,1-3-5-7-9,,East|5|1-3-5-7-9,East|5|1-3-5-7-9,East|5|1-3-5-7-9,Environmental swab,Table top,Negative,1,TRUE
E64,Env_0278,,2020-01-01,East,5,1-3-5-7-9,,East|5|1-3-5-7-9,East|5|1-3-5-7-9,East|5|1-3-5-7-9,Environmental swab,Water in fishbowl,Negative,1,TRUE
E65,Env_0279,,2020-01-01,East,5,1-3-5-7-9,,East|5|1-3-5-7-9,East|5|1-3-5-7-9,East|5|1-3-5-7-9,Environmental swab,Basin for seafood,Negative,1,TRUE
E66,Env_0280,,2020-01-01,East,5,1-3-5-7-9,,East|5|1-3-5-7-9,East|5|1-3-5-7-9,East|5|1-3-5-7-9,Environmental swab,Scale,Negative,1,TRUE
E67,Env_0281,,2020-01-01,East,4,,Can be assigned 4-24 because it is the only stall sampled in row 4 on East side.,East|4|24,East|4|24,East|4|24,Environmental swab,Table top,Negative,1,TRUE
E68,Env_0282,,2020-01-01,East,4,,Can be assigned 4-24 because it is the only stall sampled in row 4 on East side.,East|4|24,East|4|24,East|4|24,Environmental swab,Surface of shelf for meat selling,Negative,1,TRUE
E69,Env_0283,,2020-01-01,East,4,,Can be assigned 4-24 because it is the only stall sampled in row 4 on East side.,East|4|24,East|4|24,East|4|24,Environmental swab,Sewage on floor,Negative,1,TRUE
E7,Env_0221,SRR23971578,2020-01-01,West,2,5,,West|2|5,West|2|5,West|2|5-7,Environmental swab,Styrofoam desk in front of the door,Positive,1,TRUE
E70,Env_0284,,2020-01-01,East,4,,Can be assigned 4-24 because it is the only stall sampled in row 4 on East side.,East|4|24,East|4|24,East|4|24,Environmental swab,Surface of cart,Negative,1,TRUE
E77,Env_0291,,2020-01-01,East,1,25-27,,East|1|25-27,East|1|25-27,East|1|25-27,Environmental swab,Surface of chopping board,Negative,1,TRUE
E78,Env_0292,,2020-01-01,East,4,27,,East|4|27,East|4|27,East|4|27,Environmental swab,Surface of the door,Negative,1,TRUE
E79,Env_0293,,2020-01-01,East,4,27,,East|4|27,East|4|27,East|4|27,Environmental swab,Surface of cart,Negative,1,TRUE
E8,Env_0222,,2020-01-01,West,2,5,,West|2|5,West|2|5,West|2|5-7,Environmental swab,Surface of the door,Negative,1,TRUE
E80,Env_0294,,2020-01-01,East,6,24-26,,East|6|24-26,East|6|24-26,East|6|24-26,Environmental swab,Gas tank,Negative,1,TRUE
E81,Env_0295,,2020-01-01,East,7,26,,East|7|26,East|7|26,East|7|26,Environmental swab,Sewage on floor,Negative,1,TRUE
E82,Env_0296,,2020-01-01,East,9,24-26-28,,East|9|24-26-28,East|9|24-26-28,East|9|24-26-28,Environmental swab,Sewage on floor,Negative,1,TRUE
E83,Env_0297,,2020-01-01,East,10,15-17,,East|10|15-17,East|10|15-17,East|10|15-17,Environmental swab,Surface of cart,Negative,1,TRUE
E84,Env_0298,,2020-01-01,East,9,16,,East|9|16,East|9|16,East|9|16,Environmental swab,Blood on the ground,Negative,1,TRUE
E85,Env_0299,,2020-01-01,East,9,16,,East|9|16,East|9|16,East|9|16,Environmental swab,Surface of chopping board,Negative,1,TRUE
E86,Env_0300,,2020-01-01,East,10,5,,East|10|5,East|10|5,East|10|5,Environmental swab,Inner surface of basin,Negative,1,TRUE
E9,Env_0223,,2020-01-01,West,2,5,,West|2|5,West|2|5,West|2|5-7,Environmental swab,Ground,Negative,1,TRUE
EWS-2#-2,Env_0813,SRR23971492,2020-02-15,East,,,,East|NA|NA,East|10|SwO,East|NA|NA,Sewage,Sewage well,Positive,1,TRUE
EWS-3#-2,Env_0815,SRR23971493,2020-02-15,East,,,,East|NA|NA,East|1|SwO,East|NA|NA,Sewage,Sewage well,Positive,1,TRUE
F1,Env_0301,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Surface of frozen food,Negative,1,TRUE
F10,Env_0310,,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Ground,Negative,1,TRUE
F100,Env_0400,SRR23971579,2020-01-01,West,4,X6-X4,Was coded backwards,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Ground,Positive,1,TRUE
F101,Env_0401,,2020-01-01,West,4,X3-X5,,West|4|X3-X5,West|4|X3-X5,West|4|X1-X3-X5,Environmental swab,Roller shutter,Negative,1,TRUE
F102,Env_0402,,2020-01-01,West,4,X3-X5,,West|4|X3-X5,West|4|X3-X5,West|4|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
F103,Env_0403,,2020-01-01,West,4,X3-X5,,West|4|X3-X5,West|4|X3-X5,West|4|X1-X3-X5,Environmental swab,Roller shutter,Negative,1,TRUE
F104,Env_0404,,2020-01-01,West,4,X3-X5,,West|4|X3-X5,West|4|X3-X5,West|4|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
F105,Env_0405,,2020-01-01,West,4,1,,West|4|1,West|4|1,West|4|1,Environmental swab,Roller shutter,Negative,1,TRUE
F106,Env_0406,,2020-01-01,West,4,1,,West|4|1,West|4|1,West|4|1,Environmental swab,Ground,Negative,1,TRUE
F107,Env_0407,,2020-01-01,West,4,2-4,,West|4|2-4,West|4|2-4,West|4|2-4,Environmental swab,Roller shutter,Negative,1,TRUE
F108,Env_0408,,2020-01-01,West,4,2-4,,West|4|2-4,West|4|2-4,West|4|2-4,Environmental swab,Ground,Negative,1,TRUE
F109,Env_0409,,2020-01-01,West,4,2-4,,West|4|2-4,West|4|2-4,West|4|2-4,Environmental swab,Roller shutter,Negative,1,TRUE
F11,Env_0311,,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Inner surface of foam box,Negative,1,TRUE
F110,Env_0410,,2020-01-01,West,4,2-4,,West|4|2-4,West|4|2-4,West|4|2-4,Environmental swab,Ground,Negative,1,TRUE
F111,Env_0411,,2020-01-01,West,4,3,,West|4|3,West|4|3,West|4|3,Environmental swab,Roller shutter,Negative,1,TRUE
F112,Env_0412,,2020-01-01,West,4,3,,West|4|3,West|4|3,West|4|3,Environmental swab,Ground,Negative,1,TRUE
F113,Env_0413,,2020-01-01,West,4,6,,West|4|6,West|4|6,West|4|6,Environmental swab,Roller shutter,Negative,1,TRUE
F114,Env_0414,,2020-01-01,West,4,6,,West|4|6,West|4|6,West|4|6,Environmental swab,Ground,Negative,1,TRUE
F115,Env_0415,,2020-01-01,West,4,5,,West|4|5,West|4|5,West|4|5,Environmental swab,Roller shutter,Negative,1,TRUE
F116,Env_0416,,2020-01-01,West,4,5,,West|4|5,West|4|5,West|4|5,Environmental swab,Ground,Negative,1,TRUE
F12,Env_0312,,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Scale,Negative,1,TRUE
F13,Env_0313,SRR23971580,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Surface of the wall ,Positive,1,TRUE
F14,Env_0314,,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Water in basin,Negative,1,TRUE
F15,Env_0315,,2020-01-01,West,11,17,,West|11|17,West|11|17,West|11|17,Environmental swab,Ground,Negative,1,TRUE
F16,Env_0316,,2020-01-01,West,11,17,,West|11|17,West|11|17,West|11|17,Environmental swab,Surface of the door,Negative,1,TRUE
F17,Env_0317,,2020-01-01,West,11,17,,West|11|17,West|11|17,West|11|17,Environmental swab,Office table,Negative,1,TRUE
F18,Env_0318,,2020-01-01,West,11,17,,West|11|17,West|11|17,West|11|17,Environmental swab,Bottom of door,Negative,1,TRUE
F19,Env_0319,,2020-01-01,West,11,17,,West|11|17,West|11|17,West|11|17,Environmental swab,Sewage on floor,Negative,1,TRUE
F2,Env_0302,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Surface of frozen food,Negative,1,TRUE
F20,Env_0320,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,White basket,Negative,1,TRUE
F21,Env_0321,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Fishing pool,Negative,1,TRUE
F22,Env_0322,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Knief,Negative,1,TRUE
F23,Env_0323,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Scale,Negative,1,TRUE
F24,Env_0324,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Ground,Negative,1,TRUE
F25,Env_0325,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Water in pool,Negative,1,TRUE
F26,Env_0326,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Cart,Negative,1,TRUE
F27,Env_0327,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Roller shutter,Negative,1,TRUE
F28,Env_0328,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Ground,Negative,1,TRUE
F29,Env_0329,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Roller shutter,Negative,1,TRUE
F3,Env_0303,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Surface of yellow basket,Negative,1,TRUE
F30,Env_0330,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Ground,Negative,1,TRUE
F31,Env_0331,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Roller shutter,Negative,1,TRUE
F32,Env_0332,,2020-01-01,West,2,19-21-23,,West|2|19-21-23,West|2|19-21-23,West|2|19-21-23,Environmental swab,Ground,Negative,1,TRUE
F33,Env_0333,,2020-01-01,West,2,17,,West|2|17,West|2|17,West|2|17,Environmental swab,Roller shutter,Positive,1,TRUE
F34,Env_0334,,2020-01-01,West,2,17,,West|2|17,West|2|17,West|2|17,Environmental swab,Ground,Negative,1,TRUE
F35,Env_0335,,2020-01-01,West,2,15,,West|2|15,West|2|15,West|2|15,Environmental swab,Roller shutter,Negative,1,TRUE
F36,Env_0336,,2020-01-01,West,2,15,,West|2|15,West|2|15,West|2|15,Environmental swab,Ground,Negative,1,TRUE
F37,Env_0337,,2020-01-01,West,2,18,,West|2|18,West|2|18,West|2|16-18,Environmental swab,Roller shutter,Negative,1,TRUE
F38,Env_0338,,2020-01-01,West,2,18,,West|2|18,West|2|18,West|2|16-18,Environmental swab,Ground,Negative,1,TRUE
F39,Env_0339,,2020-01-01,West,2,16,,West|2|16,West|2|16,West|2|16-18,Environmental swab,Roller shutter,Negative,1,TRUE
F4,Env_0304,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Surface of frozen food,Negative,1,TRUE
F40,Env_0340,,2020-01-01,West,2,16,,West|2|16,West|2|16,West|2|16-18,Environmental swab,Ground,Negative,1,TRUE
F41,Env_0341,,2020-01-01,West,2,20,,West|2|20,West|2|20,West|2|20,Environmental swab,Roller shutter,Negative,1,TRUE
F42,Env_0342,,2020-01-01,West,2,20,,West|2|20,West|2|20,West|2|20,Environmental swab,Ground,Negative,1,TRUE
F43,Env_0343,,2020-01-01,West,2,22,,West|2|22,West|2|22,West|2|22,Environmental swab,Roller shutter,Negative,1,TRUE
F44,Env_0344,,2020-01-01,West,2,22,,West|2|22,West|2|22,West|2|22,Environmental swab,Ground,Negative,1,TRUE
F45,Env_0345,,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Roller shutter,Negative,1,TRUE
F46,Env_0346,SRR23971581,2020-01-01,West,2,24,,West|2|24,West|2|24,West|2|24,Environmental swab,Ground,Positive,1,TRUE
F47,Env_0347,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Roller shutter,Negative,1,TRUE
F48,Env_0348,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Ground,Negative,1,TRUE
F49,Env_0349,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Roller shutter,Negative,1,TRUE
F5,Env_0305,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,White foam,Negative,1,TRUE
F50,Env_0350,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Ground,Negative,1,TRUE
F51,Env_0351,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Roller shutter,Negative,1,TRUE
F52,Env_0352,,2020-01-01,West,2,9-11-13,,West|2|9-11-13,West|2|9-11-13,West|2|9-11-13,Environmental swab,Ground,Negative,1,TRUE
F53,Env_0353,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Roller shutter,Negative,1,TRUE
F54,Env_0354,SRR23971582,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Ground,Positive,1,TRUE
F55,Env_0355,,2020-01-01,West,2,10-12,,West|2|10-12,West|2|10-12,West|2|10-12,Environmental swab,Roller shutter,Negative,1,TRUE
F56,Env_0356,,2020-01-01,West,2,10-12,,West|2|10-12,West|2|10-12,West|2|10-12,Environmental swab,Ground,Negative,1,TRUE
F57,Env_0357,,2020-01-01,West,2,10-12,,West|2|10-12,West|2|10-12,West|2|10-12,Environmental swab,Roller shutter,Negative,1,TRUE
F58,Env_0358,,2020-01-01,West,2,10-12,,West|2|10-12,West|2|10-12,West|2|10-12,Environmental swab,Ground,Negative,1,TRUE
F59,Env_0359,,2020-01-01,West,2,6-8,,West|2|6-8,West|2|6-8,West|2|6-8,Environmental swab,Roller shutter,Negative,1,TRUE
F6,Env_0306,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Scale,Negative,1,TRUE
F60,Env_0360,,2020-01-01,West,2,6-8,,West|2|6-8,West|2|6-8,West|2|6-8,Environmental swab,Ground,Negative,1,TRUE
F61,Env_0361,,2020-01-01,West,2,6-8,,West|2|6-8,West|2|6-8,West|2|6-8,Environmental swab,Roller shutter,Negative,1,TRUE
F62,Env_0362,,2020-01-01,West,2,6-8,,West|2|6-8,West|2|6-8,West|2|6-8,Environmental swab,Ground,Negative,1,TRUE
F63,Env_0363,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Roller shutter,Negative,1,TRUE
F64,Env_0364,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Ground,Negative,1,TRUE
F65,Env_0365,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Roller shutter,Negative,1,TRUE
F66,Env_0366,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Ground,Negative,1,TRUE
F67,Env_0367,,2020-01-01,West,2,1-3,,West|2|1-3,West|2|1-3,West|2|1-3,Environmental swab,Roller shutter,Negative,1,TRUE
F68,Env_0368,,2020-01-01,West,2,1-3,,West|2|1-3,West|2|1-3,West|2|1-3,Environmental swab,Ground,Negative,1,TRUE
F69,Env_0369,,2020-01-01,West,2,1-3,,West|2|1-3,West|2|1-3,West|2|1-3,Environmental swab,Roller shutter,Negative,1,TRUE
F7,Env_0307,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Ground,Negative,1,TRUE
F70,Env_0370,,2020-01-01,West,2,1-3,,West|2|1-3,West|2|1-3,West|2|1-3,Environmental swab,Ground,Negative,1,TRUE
F71,Env_0371,,2020-01-01,West,2,4,,West|2|4,West|2|4,West|2|4,Environmental swab,Roller shutter,Negative,1,TRUE
F72,Env_0372,,2020-01-01,West,2,4,,West|2|4,West|2|4,West|2|4,Environmental swab,Ground,Negative,1,TRUE
F73,Env_0373,,2020-01-01,West,2,2,,West|2|2,West|2|2,West|2|2,Environmental swab,Roller shutter,Negative,1,TRUE
F74,Env_0374,,2020-01-01,West,2,2,,West|2|2,West|2|2,West|2|2,Environmental swab,Ground,Negative,1,TRUE
F75,Env_0375,,2020-01-01,West,2,X5-X3,,West|2|X5-X3,West|2|X5-X3,West|2|X5-X3-X1,Environmental swab,Roller shutter,Negative,1,TRUE
F76,Env_0376,,2020-01-01,West,2,X5-X3,,West|2|X5-X3,West|2|X5-X3,West|2|X5-X3-X1,Environmental swab,Ground,Negative,1,TRUE
F77,Env_0377,,2020-01-01,West,2,X5-X3,,West|2|X5-X3,West|2|X5-X3,West|2|X5-X3-X1,Environmental swab,Roller shutter,Negative,1,TRUE
F78,Env_0378,,2020-01-01,West,2,X5-X3,,West|2|X5-X3,West|2|X5-X3,West|2|X5-X3-X1,Environmental swab,Ground,Negative,1,TRUE
F79,Env_0379,,2020-01-01,West,2,X4-X6,,West|2|X4-X6,West|2|X4-X6,West|2|X4-X6,Environmental swab,Roller shutter,Negative,1,TRUE
F8,Env_0308,,2020-01-01,West,7,26-28,,West|7|26-28,West|7|26-28,West|7|26-28,Environmental swab,Sewage on floor,Negative,1,TRUE
F80,Env_0380,,2020-01-01,West,2,X4-X6,,West|2|X4-X6,West|2|X4-X6,West|2|X4-X6,Environmental swab,Ground,Negative,1,TRUE
F81,Env_0381,,2020-01-01,West,2,X4-X6,,West|2|X4-X6,West|2|X4-X6,West|2|X4-X6,Environmental swab,Roller shutter,Negative,1,TRUE
F82,Env_0382,,2020-01-01,West,2,X4-X6,,West|2|X4-X6,West|2|X4-X6,West|2|X4-X6,Environmental swab,Ground,Negative,1,TRUE
F83,Env_0383,,2020-01-01,West,2,X3-X1,,West|2|X3-X1,West|2|X3-X1,West|2|X5-X3-X1,Environmental swab,Roller shutter,Negative,1,TRUE
F84,Env_0384,,2020-01-01,West,2,X3-X1,,West|2|X3-X1,West|2|X3-X1,West|2|X5-X3-X1,Environmental swab,Ground,Negative,1,TRUE
F85,Env_0385,,2020-01-01,West,2,X3-X1,,West|2|X3-X1,West|2|X3-X1,West|2|X5-X3-X1,Environmental swab,Roller shutter,Negative,1,TRUE
F86,Env_0386,,2020-01-01,West,2,X3-X1,,West|2|X3-X1,West|2|X3-X1,West|2|X5-X3-X1,Environmental swab,Ground,Negative,1,TRUE
F87,Env_0387,,2020-01-01,West,2,X2-X4,,West|2|X2-X4,West|2|X2-X4,West|2|X2-X4,Environmental swab,Roller shutter,Negative,1,TRUE
F88,Env_0388,,2020-01-01,West,2,X2-X4,,West|2|X2-X4,West|2|X2-X4,West|2|X2-X4,Environmental swab,Ground,Negative,1,TRUE
F89,Env_0389,,2020-01-01,West,2,X2-X4,,West|2|X2-X4,West|2|X2-X4,West|2|X2-X4,Environmental swab,Roller shutter,Negative,1,TRUE
F9,Env_0309,,2020-01-01,West,11,15,,West|11|15,West|11|15,West|11|15,Environmental swab,Surface of white basket,Negative,1,TRUE
F90,Env_0390,,2020-01-01,West,2,X2-X4,,West|2|X2-X4,West|2|X2-X4,West|2|X2-X4,Environmental swab,Ground,Negative,1,TRUE
F91,Env_0391,,2020-01-01,West,4,X1-X3,,West|4|X1-X3,West|4|X1-X3,West|4|X1-X3-X5,Environmental swab,Roller shutter,Negative,1,TRUE
F92,Env_0392,,2020-01-01,West,4,X1-X3,,West|4|X1-X3,West|4|X1-X3,West|4|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
F93,Env_0393,,2020-01-01,West,4,X1-X3,,West|4|X1-X3,West|4|X1-X3,West|4|X1-X3-X5,Environmental swab,Roller shutter,Negative,1,TRUE
F94,Env_0394,,2020-01-01,West,4,X1-X3,,West|4|X1-X3,West|4|X1-X3,West|4|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
F95,Env_0395,,2020-01-01,West,4,X2,,West|4|X2,West|4|X2,West|4|X2,Environmental swab,Roller shutter,Negative,1,TRUE
F96,Env_0396,,2020-01-01,West,4,X2,,West|4|X2,West|4|X2,West|4|X2,Environmental swab,Ground,Negative,1,TRUE
F97,Env_0397,,2020-01-01,West,4,X6-X4,Was coded backwards,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Roller shutter,Negative,1,TRUE
F98,Env_0398,SRR23971583,2020-01-01,West,4,X6-X4,Was coded backwards,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Ground,Positive,1,TRUE
F99,Env_0399,,2020-01-01,West,4,X6-X4,Was coded backwards,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Roller shutter,Negative,1,TRUE
G1,Env_0417,,2020-01-01,West,7,27,,West|7|27,West|7|27,West|7|27,Environmental swab,Surface of basket,Negative,1,TRUE
G10,Env_0426,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Wall,Negative,1,TRUE
G11,Env_0427,,2020-01-01,West,7,29,,West|7|29,West|7|29,West|7|29,Environmental swab,Sewage in bucket,Negative,1,TRUE
G12,Env_0428,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Surface of basket,Negative,1,TRUE
G13,Env_0429,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Surface of basket,Negative,1,TRUE
G14,Env_0430,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Wall,Negative,1,TRUE
G15,Env_0431,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Scale,Negative,1,TRUE
G16,Env_0432,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Water in pool,Negative,1,TRUE
G17,Env_0433,,2020-01-01,West,7,31-33,,West|7|31-33,West|7|31-33,West|7|31-33,Environmental swab,Inner surface of trush cans,Negative,1,TRUE
G18,Env_0434,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Scale,Negative,1,TRUE
G19,Env_0435,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Wall,Negative,1,TRUE
G2,Env_0418,,2020-01-01,West,7,27,,West|7|27,West|7|27,West|7|27,Environmental swab,Wall,Negative,1,TRUE
G20,Env_0436,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Inner surface of foam box,Negative,1,TRUE
G21,Env_0437,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Inner surface of white basket,Negative,1,TRUE
G22,Env_0438,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Drainage outlet,Negative,1,TRUE
G23,Env_0439,,2020-01-01,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Bucket,Negative,1,TRUE
G24,Env_0440,,2020-01-01,West,7,35-37,,West|7|35-37,West|7|35-37,West|7|35-37,Environmental swab,Scale,Negative,1,TRUE
G25,Env_0441,,2020-01-01,West,7,35-37,,West|7|35-37,West|7|35-37,West|7|35-37,Environmental swab,Surface of cart,Negative,1,TRUE
G26,Env_0442,,2020-01-01,West,7,35-37,,West|7|35-37,West|7|35-37,West|7|35-37,Environmental swab,Surface of Vegetable,Negative,1,TRUE
G27,Env_0443,,2020-01-01,West,7,35-37,,West|7|35-37,West|7|35-37,West|7|35-37,Environmental swab,Surface of lift,Negative,1,TRUE
G28,Env_0444,,2020-01-01,West,7,35-37,,West|7|35-37,West|7|35-37,West|7|35-37,Environmental swab,Ground,Negative,1,TRUE
G29,Env_0445,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Cart,Negative,1,TRUE
G3,Env_0419,,2020-01-01,West,7,27,,West|7|27,West|7|27,West|7|27,Environmental swab,Table top,Negative,1,TRUE
G30,Env_0446,,2020-01-01,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Surface of lift,Negative,1,TRUE
